"","ID","Year","Ave..art.rating","face","modern","renaissance","contemporary","postrenaissance","contmodern","mean_red","mean_green","mean_blue","median_red","median_green","median_blue","per_red","per_green","sd_red","sd_green","sd_blue","per_edges","k_vals","k_edges","Benses","liked"
"496","577277e1edc2cb3880d61b82",1956,0.55,1,1,0,0,0,0,0.675679276206308,0.53453352310738,0.457533613316875,0.780392156862745,0.541176470588235,0.43921568627451,0.405145093456114,0.320512470636499,0.26992419821307,0.261575605276285,0.256040368733108,0.131000222825161,0.913064326565565,0.590365433263864,0.274398903853357,1
"497","577276e2edc2cb3880d31045",1873,1.6,1,0,0,0,1,0,0.657198256895591,0.683330481722423,0.51495094396647,0.698039215686274,0.733333333333333,0.537254901960784,0.3541931841475,0.368276994965861,0.156219464818908,0.176800605229048,0.18408425992733,0.0551315258699391,0.977039588685307,0.808455942195141,0.38249366899606,1
"498","577289e5edc2cb38800f313f",1942,1.82,0,1,0,0,0,0,0.723148193161562,0.694308107816129,0.602022011559445,0.737254901960784,0.701960784313725,0.615686274509804,0.358086634885941,0.343805676696695,0.173779374046245,0.158809274343424,0.15941881327665,0.135351239669421,0.878700642791552,0.523347107438016,0.341381997094684,1
"499","57728060edc2cb3880f11d6e",1967,-0.5,0,1,0,0,0,0,0.234598703022876,0.179387731481481,0.25518365332244,0.109803921568627,0.0509803921568627,0.219607843137255,0.350581574536245,0.268074940504383,0.250923367664578,0.238691244200892,0.185635831754372,0.0574262152777778,0.956127025462963,0.86318287037037,0.599416855134542,0
"500","577278b1edc2cb3880d8b558",1805,1.54,1,0,0,0,1,0,0.244168522077576,0.164220138691877,0.163167410039767,0.184313725490196,0.12156862745098,0.141176470588235,0.427199595189107,0.287321134494068,0.150407426957131,0.12717176236097,0.0859622123073727,0.0131054864561047,0.968849101304227,0.838202910638092,0.434261007404602,1
"501","577271d2edc2cb3880c2e307",1827,2.09,1,0,0,0,1,0,0.303336106572259,0.2239759236565,0.14725885530138,0.203921568627451,0.141176470588235,0.0823529411764706,0.449672692787311,0.332027261272148,0.210039028310313,0.193838673941217,0.15021958711891,0.0117025462962963,0.806480131172839,0.871151234567901,0.362810760506498,1
"502","57727fa1edc2cb3880eea6ca",1954,1.08,0,1,0,0,0,0,0.721344607061325,0.791738483910311,0.739695812615317,0.749019607843137,0.803921568627451,0.752941176470588,0.320202131648505,0.351449706249325,0.137121231731434,0.0738926921168303,0.0908615051603578,0.0170693779904306,0.781610845295056,0.857070707070707,0.364762143211996,1
"503","577287dfedc2cb3880089ef8",1992,-0.08,1,1,0,0,0,0,0.246410629514964,0.195954881320949,0.212156883384933,0.117647058823529,0.0705882352941176,0.113725490196078,0.376473947554224,0.299386060814951,0.265029820591621,0.248670793846038,0.22770321131819,0.305747368421053,0.86459649122807,0.446384210526316,0.368022529762872,0
"505","577285a9edc2cb388001b4b3",1931,0.4,1,1,0,0,0,0,0.555984929361944,0.419048032098502,0.369520257286218,0.619607843137255,0.364705882352941,0.309803921568627,0.41350905387011,0.311663403319298,0.197721311264986,0.214206889849856,0.201218042764692,0.0156268905021174,0.796410566646501,0.882991782617463,0.289618768552777,1
"506","577275e5edc2cb3880cf8969",1875,1.91,1,0,0,0,1,0,0.353098632153907,0.32387100989371,0.289629573353998,0.290196078431373,0.243137254901961,0.184313725490196,0.365299936651818,0.3350623554553,0.242085649177531,0.239630231035575,0.255132241591739,0.0242223818128465,0.945523450812625,0.80419211751018,0.305237648830408,1
"508","57727f37edc2cb3880ed6a4b",1953,0.3,0,1,0,0,0,0,0.463943639253454,0.52181935133604,0.502944087747459,0.325490196078431,0.388235294117647,0.36078431372549,0.311641991903289,0.350518486093966,0.316443948803852,0.276200470036178,0.287978869201689,0.11222411717496,0.942036182450508,0.637625401284109,0.4044007919134,1
"509","57727071edc2cb3880be3253",1500,1.7,1,0,1,0,0,0,0.168722440283837,0.119470640278766,0.0507015529102162,0.0745098039215686,0.0705882352941176,0.0235294117647059,0.497861056561609,0.352530339753367,0.190970301394952,0.115707678445653,0.0799064572371261,0.00938871673078539,0.954514507370265,0.952108360648182,0.519365201237497,1
"510","57727fabedc2cb3880eeb83a",1953,-0.7,0,1,0,0,0,0,0.390383904871621,0.387212406906282,0.407242286095329,0.384313725490196,0.380392156862745,0.4,0.329482771385364,0.326806037211585,0.166069179899904,0.164723396946968,0.164813101566335,0.203331533617818,0.929352492714405,0.525512412977611,0.325186565624784,0
"511","577287b2edc2cb3880080201",1961,-0.18,0,1,0,0,0,0,0.398098315094667,0.340726236091101,0.322827466647594,0.388235294117647,0.333333333333333,0.309803921568627,0.374980039040583,0.320939658539397,0.129661313851512,0.100080500102711,0.108403507344508,0.0276810838978635,0.909353251114585,0.838234033929709,0.359531512372341,0
"512","57728123edc2cb3880f39e6d",1901,1.2,0,1,0,0,0,0,0.523092907130473,0.521998018561874,0.502390879654023,0.552941176470588,0.552941176470588,0.509803921568627,0.33802847007522,0.337320940872088,0.213120456557958,0.220624861429292,0.241972458252771,0.346177308406193,0.778295208315627,0.391526933576061,0.285458191765638,1
"513","577284a7edc2cb3880fe81d7",1949,0.91,0,1,0,0,0,0,0.596556129533967,0.527185165045592,0.434637431773067,0.623529411764706,0.537254901960784,0.419607843137255,0.382805616790087,0.338290786527525,0.22819185153645,0.191819881992593,0.165144441555885,0.251134635455494,0.648043337806272,0.416541921375677,0.298971161980767,1
"514","57727e81edc2cb3880eb0b16",1590,1.18,1,0,0,0,1,0,0.680126795411222,0.649501154449158,0.589154514358813,0.752941176470588,0.717647058823529,0.654901960784314,0.354457479205693,0.338496503152825,0.205488878740553,0.206114625591836,0.206792561698107,0.303534839064714,0.759773789033686,0.470828893806519,0.326528143756939,1
"515","57727e24edc2cb3880e9d087",1802,1.27,0,0,0,0,1,0,0.409406056829511,0.385802376204719,0.33306111665005,0.325490196078431,0.298039215686275,0.254901960784314,0.362861921554184,0.341941671928199,0.231805197865818,0.232004736371703,0.223969618772571,0.246559322033898,0.869223870056497,0.481307203389831,0.353407946336338,1
"517","577287caedc2cb388008273f",1964,1.45,0,1,0,0,0,0,0.323777883623085,0.425941435203561,0.401420987948336,0.301960784313725,0.380392156862745,0.349019607843137,0.281267089439494,0.370016958572906,0.129793428308339,0.168753189728829,0.189375844828248,0.165710751237067,0.686669665617034,0.500617283950617,0.356660992901817,1
"519","57727a68edc2cb3880de6ec3",1781,1.8,1,0,0,0,1,0,0.314508088623722,0.271283867292295,0.19191502232166,0.270588235294118,0.211764705882353,0.133333333333333,0.404404354627772,0.348825296523683,0.240315332352657,0.214460388110797,0.182604004893913,0.0492657157950343,0.944309913717204,0.740460644479662,0.327413911812929,1
"520","5772846eedc2cb3880fdd9f5",1950,-0.3,0,1,0,0,0,0,0.370333756359687,0.324130429314583,0.326072691933916,0.294117647058824,0.262745098039216,0.247058823529412,0.362881307364053,0.317607757667946,0.264235758076872,0.247210136528806,0.231622789239598,0.0676734693877551,0.836761904761905,0.759004859086492,0.383082584436538,0
"521","5772798eedc2cb3880dbc5c2",1530,2,1,0,1,0,0,0,0.331683574382721,0.295017960906985,0.196241244338585,0.211764705882353,0.188235294117647,0.129411764705882,0.40304573123849,0.358491462845375,0.248707965229802,0.230010467034527,0.16548616875543,0.000653065021600219,0.825867933414346,0.994694156796849,0.342131051060377,1
"522","577284a7edc2cb3880fe8247",1949,1,0,1,0,0,0,0,0.389815661558741,0.416833498105124,0.366617711422804,0.333333333333333,0.376470588235294,0.313725490196078,0.332248076857141,0.355275946485267,0.265593308307781,0.233792773319377,0.214497495418706,0.177599789915966,0.763149947478992,0.525275735294118,0.292100242920834,1
"523","5772857bedc2cb3880011b30",1908,2.4,1,1,0,0,0,0,0.398620116635425,0.407571275551192,0.393040026481002,0.4,0.407843137254902,0.411764705882353,0.332396325204941,0.339860404928362,0.142598074279399,0.136099546751828,0.208141675339727,0.0855690440060698,0.939564997470915,0.632871143146181,0.345110061254596,1
"524","57728532edc2cb38800054f5",1963,-0.82,0,1,0,0,0,0,0.312418258727827,0.285751457898703,0.279881249454965,0.309803921568627,0.286274509803922,0.27843137254902,0.355808797890247,0.325438350320295,0.0612020860878057,0.0605889230359372,0.073344333145259,0.0231247861785836,0.923424611320181,0.841533384650473,0.471797716653166,0
"526","577275a5edc2cb3880cece06",1521,0.6,1,0,1,0,0,0,0.485195570744078,0.391594193673863,0.334838042701301,0.462745098039216,0.317647058823529,0.258823529411765,0.400449352427521,0.323196769975852,0.321054745099827,0.293343387562289,0.259747816339374,0.140677573103182,0.942045600927476,0.530189789170853,0.27451608725506,1
"527","5772869bedc2cb388004cd52",1886,1.3,1,1,0,0,0,0,0.357399890830541,0.312666011816119,0.33255929250656,0.309803921568627,0.262745098039216,0.294117647058824,0.356464102995062,0.311847351659997,0.155794862854206,0.15834696958296,0.158704288256972,0.0377080272377939,0.950198844371609,0.76404007261528,0.369050994439279,1
"528","577278c0edc2cb3880d8cd0a",1742,1.27,1,0,0,0,1,0,0.521506979399898,0.468914330682027,0.363413072924767,0.568627450980392,0.509803921568627,0.258823529411765,0.385207368010331,0.346360187455595,0.221878540457113,0.263248171476553,0.27226854027038,0.137031377927503,0.966261470561138,0.681280496178363,0.295067147407028,1
"529","57726f3bedc2cb3880b9ebb5",1863,1.55,1,0,0,0,1,0,0.492685788806849,0.419805945668514,0.307175139282333,0.466666666666667,0.329411764705882,0.125490196078431,0.403951111084065,0.344197218684087,0.323580017183237,0.325029133000528,0.340026855520716,0.0220644441536798,0.756462817708178,0.847779361679824,0.327020637396918,1
"530","5772891fedc2cb38800c9e91",1770,0.85,0,0,0,0,1,0,0.704653771691417,0.671686967873265,0.553898974745029,0.780392156862745,0.737254901960784,0.592156862745098,0.365060239133776,0.347981114932906,0.183563075698541,0.183722049632443,0.17842069511889,0.107953085985123,0.729664052364281,0.707849861244217,0.329700024483169,1
"531","57727f1fedc2cb3880ecf3fb",1921,0.9,0,1,0,0,0,0,0.762917238517762,0.710397990630508,0.661809620574582,0.949019607843137,0.901960784313726,0.854901960784314,0.357317389948785,0.332719649027887,0.320878108544348,0.311864531405819,0.301390106179457,0.0703969976487611,0.749445348767107,0.760686079459818,0.417263063445233,1
"532","5772867bedc2cb38800447ba",1784,0.36,1,0,0,0,1,0,0.214807991196072,0.177227663317433,0.185268167553229,0.152941176470588,0.0941176470588235,0.12156862745098,0.372088288671059,0.306992014504533,0.171788701085761,0.183312829552646,0.171604926470764,0.00734040393788694,0.964551828546297,0.926703795798234,0.420641033648174,1
"533","57726f07edc2cb3880b93e66",1458,0.8,1,0,1,0,0,0,0.55273003772163,0.477043296710642,0.29403814617752,0.564705882352941,0.482352941176471,0.282352941176471,0.417529267435439,0.360355914492372,0.212996927519961,0.19832551870021,0.20787979139588,0.334195577803592,0.900198529128029,0.402559721739871,0.291464752225945,1
"534","57728295edc2cb3880f81d19",1730,0.07,1,0,0,0,1,0,0.328063316993464,0.333500625510621,0.292064686095793,0.282352941176471,0.282352941176471,0.23921568627451,0.344015801491958,0.349717505859978,0.153981639902092,0.177926344577359,0.146490520512442,0.0285270182291667,0.944974772135417,0.85190673828125,0.358362917599926,1
"535","577280e0edc2cb3880f28f58",1969,0.6,0,1,0,0,0,0,0.588844549979486,0.449735247671907,0.405327411501513,0.635294117647059,0.349019607843137,0.349019607843137,0.40781329038792,0.311471017542569,0.301208568979084,0.306597839338646,0.277038589427247,0.0825651401500197,0.954087708909067,0.81655184892749,0.31181583655005,1
"536","57728295edc2cb3880f81d29",1727,-0.57,1,0,0,0,1,0,0.269168231998682,0.229207859614434,0.163755245235349,0.219607843137255,0.172549019607843,0.113725490196078,0.406517887040111,0.346166760065142,0.195173481791418,0.170412528291346,0.141210652156181,0.190588235294118,0.889762780112045,0.502794117647059,0.36312907602598,0
"537","57728a65edc2cb388010f4e4",1812,0.92,1,0,0,0,1,0,0.514144204617331,0.44470777197976,0.359392164769133,0.498039215686275,0.423529411764706,0.352941176470588,0.390021990983,0.33734856694972,0.242512585660809,0.249462147818127,0.228591122451813,0.0606592741935484,0.912443548387097,0.731543010752688,0.278876750135405,1
"538","57727bddedc2cb3880e2d1a5",1748,1.7,1,0,0,0,1,0,0.360551354608008,0.33408591303925,0.349379053150957,0.301960784313725,0.290196078431373,0.309803921568627,0.345350304803994,0.320000661276848,0.223486219227852,0.180020494797556,0.158709457538884,0.0102830609921427,0.946994151927471,0.87086903855381,0.322038079023419,1
"539","577283aeedc2cb3880fb5b86",1962,-0.55,0,0,0,1,0,0,0.936282531324237,0.938153037800628,0.910520495470385,0.96078431372549,0.964705882352941,0.945098039215686,0.336192927144188,0.336864573817603,0.0785388550637483,0.0769002131400987,0.102654130880283,0.0123516547601691,0.962925596539826,0.966218593575351,0.667952922292888,0
"540","577289a8edc2cb38800e790e",1787,1.9,1,0,0,0,1,0,0.29944785493162,0.240435299347529,0.170369163277201,0.211764705882353,0.16078431372549,0.12156862745098,0.421607712540638,0.338520964176162,0.243607589628423,0.207180090659003,0.148253322777276,0.128502960165098,0.944700897224913,0.599998429880936,0.370566312727013,1
"541","57727c95edc2cb3880e4d1d4",1510,2.02,1,0,1,0,0,0,0.256152042058586,0.199998686009263,0.173608087980249,0.156862745098039,0.109803921568627,0.101960784313725,0.406746258299338,0.317579811370181,0.262442487029596,0.215386113478478,0.187285582564779,0.0498210197710718,0.956026130188461,0.722286275870043,0.377371062569603,1
"542","577284a1edc2cb3880fe7895",1974,0.15,0,1,0,0,0,0,0.633305687025768,0.32829426789873,0.447933832920141,0.709803921568627,0.309803921568627,0.47843137254902,0.449301529688178,0.232909825028554,0.183239652580644,0.120941411119534,0.115040944228847,0.138960727969349,0.723239144316731,0.443912835249042,0.476350912426286,1
"543","57727601edc2cb3880d00ef4",1915,0.8,1,1,0,0,0,0,0.762956319496148,0.562269910942813,0.346955715688444,0.827450980392157,0.63921568627451,0.349019607843137,0.456263937822719,0.336249241444671,0.1886317275099,0.214802329980555,0.197208972546927,0.107427936028865,0.934776503826581,0.673230572559432,0.315784714872049,1
"544","57727cbaedc2cb3880e561e7",1536,1.83,1,0,1,0,0,0,0.421127232754099,0.370255982943571,0.355749729042115,0.345098039215686,0.290196078431373,0.286274509803922,0.367112839610432,0.322766410503152,0.279688160125641,0.258435750386685,0.231510866473115,0.0864265002330635,0.912734228862347,0.583480294527749,0.28065038485447,1
"545","57727d86edc2cb3880e7e420",1629,2.3,1,0,0,0,1,0,0.25324529469605,0.157466550986176,0.141931927815374,0.149019607843137,0.0823529411764706,0.0980392156862745,0.458243278655431,0.284933185783663,0.238806373358301,0.194472209955202,0.14960783118344,0.213837758112094,0.444830383480826,0.425462143559489,0.410074186626144,1
"546","57726f73edc2cb3880ba9e63",1500,1.5,1,0,1,0,0,0,0.422209886204091,0.379512945495433,0.386270803105927,0.36078431372549,0.301960784313725,0.313725490196078,0.355397431294515,0.31945705294758,0.164976805602915,0.188652090021295,0.172379475438549,0.00663577508486122,0.968190161632236,0.920703417917881,0.345658216163,1
"547","577284a2edc2cb3880fe78d5",1964,0.73,0,1,0,0,0,0,0.609849118984826,0.490923021060276,0.542665061346176,0.772549019607843,0.309803921568627,0.572549019607843,0.37108148608815,0.298717237655736,0.262615487972179,0.274601356101493,0.213979629901571,0.0198635477582846,0.842246588693957,0.930333008447044,0.482570158225313,1
"548","577283cdedc2cb3880fbdd42",1959,0.2,0,1,0,0,0,0,0.663594336058934,0.600948395512765,0.539001843819993,0.733333333333333,0.674509803921569,0.596078431372549,0.36793897146391,0.33320407142266,0.208696514615787,0.215042793881573,0.194554270710815,0.0673525077771107,0.954782695701213,0.780185195291892,0.366535380790352,1
"549","577286ddedc2cb38800581b2",1931,1.2,0,1,0,0,0,0,0.584859396661307,0.538010204759564,0.472742853936997,0.596078431372549,0.588235294117647,0.447058823529412,0.366542260745974,0.337181000908455,0.211995544270553,0.193774347540102,0.214601129797683,0.126654619381071,0.697274301633913,0.624733328313631,0.323427266199184,1
"550","577287deedc2cb3880089cf2",1983,-0.7,1,1,0,0,0,0,0.728420786072276,0.691973674492218,0.545953838037457,0.733333333333333,0.690196078431373,0.513725490196078,0.370443418691477,0.351907988520753,0.112521395068573,0.13031458251982,0.197551517210942,0.0328834080717489,0.851173393124066,0.801330343796712,0.357508942034868,0
"551","577278d3edc2cb3880d93f56",1530,1.9,1,0,1,0,0,0,0.292306316242936,0.263508244442955,0.183312820827307,0.0823529411764706,0.0823529411764706,0.0745098039215686,0.395474885052296,0.35651262696219,0.294980857098285,0.27573825047457,0.218197717873125,0.0509164461492801,0.978388049079979,0.817783220393514,0.423812369283533,1
"552","57727259edc2cb3880c4cb0a",1866,2.21,1,1,0,0,0,0,0.33864465228158,0.322291667620281,0.248841327198921,0.23921568627451,0.231372549019608,0.125490196078431,0.372227932133472,0.354253227310364,0.275331090218901,0.259957761685744,0.260624680343663,0.110646180258346,0.9058315419682,0.549932479314191,0.312771322772663,1
"553","57727904edc2cb3880d9e27e",1872,1.1,1,0,0,0,1,0,0.507161159632675,0.398194511730698,0.318464173339954,0.494117647058824,0.36078431372549,0.290196078431373,0.414408347623762,0.325370203346577,0.289949284788654,0.234333779120069,0.171030712187316,0.00917511737992611,0.844437522449713,0.909012116430624,0.342412804377691,1
"554","577278cdedc2cb3880d93804",1510,1.2,1,0,1,0,0,0,0.422340155701845,0.374858740611017,0.322621495873866,0.384313725490196,0.298039215686275,0.23921568627451,0.377149906046201,0.334748985843178,0.251096503675576,0.256403617355528,0.242578746038618,0.254383054185048,0.905310345077688,0.453832191898807,0.288264577262379,1
"555","57728a0dedc2cb38800fc320",1886,1.9,0,1,0,0,0,0,0.594613620807666,0.572523613963039,0.505969299834923,0.619607843137255,0.568627450980392,0.466666666666667,0.355394954540551,0.342191965736354,0.230538693170426,0.226769663942604,0.233138759581352,0.0631947296372348,0.759760438056126,0.741257129819758,0.287050828390495,1
"556","577288d3edc2cb38800bcc16",1938,1.3,0,1,0,0,0,0,0.768631314800096,0.731525625340466,0.679652208598636,0.827450980392157,0.768627450980392,0.741176470588235,0.352614042034218,0.335591593311543,0.182456859353924,0.16867701053497,0.244496195017338,0.0439744952178533,0.936214766459187,0.77389529882091,0.30936084809813,1
"557","57728192edc2cb3880f4f237",1927,-0.07,0,1,0,0,0,0,0.221270137451966,0.230869194830361,0.274476282556574,0.176470588235294,0.188235294117647,0.243137254901961,0.304521583259705,0.317732223359317,0.192618158308562,0.200861845992698,0.181207913244544,0.0982726130653266,0.785310231714126,0.640912897822446,0.391694718621747,0
"558","577282b9edc2cb3880f8a787",1821,1.38,1,0,0,0,1,0,0.460793461547355,0.419066351334166,0.334494008393452,0.458823529411765,0.4,0.274509803921569,0.379455685381349,0.345094110128612,0.227626652169597,0.222787858733155,0.251461041806317,0.153820570459906,0.896873771619497,0.538610148879717,0.277933628206668,1
"559","57728363edc2cb3880fa9f24",1971,-0.27,0,1,0,0,0,0,0.859844775674784,0.651170264452317,0.640237819128375,0.901960784313726,0.874509803921569,0.866666666666667,0.39969489034049,0.302693503300063,0.146418229289081,0.338755383116895,0.342152065598903,0.0335187194791101,0.880303852414541,0.918821969011877,0.441305437807856,0
"561","577288e3edc2cb38800be6c2",1945,0.1,0,1,0,0,0,0,0.465103418091374,0.457169199145175,0.550747262266976,0.286274509803922,0.305882352941176,0.564705882352941,0.315748228902475,0.310361866466637,0.275707523570325,0.245404784823631,0.179151643478209,0.0285575738916256,0.978402863300493,0.915584462233169,0.459819674043685,1
"562","57727f7aedc2cb3880ee1191",1940,-0.38,0,1,0,0,0,0,0.451285357280167,0.419510106003186,0.346516339869281,0.623529411764706,0.549019607843137,0.368627450980392,0.370722896230377,0.344620092335197,0.306229856635248,0.257706311498238,0.21030830883126,0.0685854341736695,0.877593370681606,0.800924369747899,0.335900844072457,0
"563","57727681edc2cb3880d1d3d4",1965,1.2,0,1,0,0,0,0,0.509075986825176,0.545835958005249,0.536874736246205,0.486274509803922,0.576470588235294,0.666666666666667,0.319814201787927,0.342907730347426,0.341321631231415,0.283678184869252,0.280810102709464,0.0443175853018373,0.936526684164479,0.818064304461942,0.335627934554318,1
"564","57728287edc2cb3880f80685",1989,0.27,0,1,0,0,0,0,0.752867808784492,0.33355254411207,0.185747127975195,0.713725490196078,0.152941176470588,0.0588235294117647,0.5917992875188,0.262192320686819,0.175447911779367,0.295974638104005,0.24787845248114,0.159971558589306,0.767889647326507,0.569789533560865,0.369977334726316,1
"566","57728287edc2cb3880f806b5",1990,0,0,1,0,0,0,0,0.866802017682073,0.893096952322596,0.904933838118581,0.933333333333333,0.937254901960784,0.933333333333333,0.325274446877038,0.335141833138708,0.221119485635049,0.156029051953855,0.122319507774383,0.0324032738095238,0.934002976190476,0.884861731150794,0.672502569223067,0
"568","57728047edc2cb3880f0a302",1973,0.5,0,1,0,0,0,0,0.721830615224813,0.604591159868203,0.545267191983176,0.776470588235294,0.745098039215686,0.647058823529412,0.385657354358615,0.323019032811123,0.199617252337601,0.280537150753291,0.234229797425494,0.0296732522796353,0.973806629034593,0.879781082645824,0.363538433594722,1
"569","57727c8fedc2cb3880e4c8b0",1485,0.78,1,0,1,0,0,0,0.413071198432425,0.279490866769243,0.157828073013243,0.388235294117647,0.227450980392157,0.117647058823529,0.485743166424201,0.328661933163917,0.257534658150913,0.207837583088622,0.133037574862018,0.201317907444668,0.925489604292421,0.511417952157389,0.320896252452729,1
"570","57727ffeedc2cb3880efda99",1905,1.82,0,1,0,0,0,0,0.33433757922721,0.28946244587448,0.284079466817277,0.235294117647059,0.180392156862745,0.172549019607843,0.368262068042232,0.318833554949731,0.20562711479901,0.225239360379021,0.244161839889674,0.12982433808554,0.943473596159441,0.699768451168655,0.474562688097368,1
"571","5772752fedc2cb3880cd9ffa",1968,1.18,1,1,0,0,0,0,0.690744230241116,0.6189753940792,0.580334794309881,0.729411764705882,0.596078431372549,0.592156862745098,0.365462614955673,0.327490779089736,0.242693573914283,0.171727768104897,0.187562855915112,0.0321708683473389,0.898623716153128,0.823105508870215,0.308048454157919,1
"572","57727048edc2cb3880bd965a",1870,1.33,1,0,0,0,1,0,0.42450078627782,0.352385626706124,0.290945104293594,0.384313725490196,0.301960784313725,0.227450980392157,0.397535359660571,0.330001148125445,0.22680807864694,0.23070892012387,0.221905776183633,0.195357166173906,0.916902787752171,0.448275025881607,0.284523478674873,1
"573","57728a63edc2cb388010f269",1812,1.4,1,0,0,0,1,0,0.239001339714401,0.223639562618096,0.222584069014652,0.16078431372549,0.156862745098039,0.176470588235294,0.348792512982306,0.326373923849305,0.207086914112843,0.184868671896679,0.13141448431198,0.0963941548183254,0.909403633491311,0.696871379673512,0.385881785631124,1
"574","57728046edc2cb3880f0a10b",1969,-0.8,0,0,0,1,0,0,0.0411570710948369,0.0325892725313017,0.0347847681575977,0.0156862745098039,0.0156862745098039,0.0156862745098039,0.379219105180165,0.300275856348366,0.0618878039776051,0.0373916790288681,0.0418754294530162,0.00726342871485944,0.979949311133423,0.977559543730477,0.54939604568339,0
"575","5772849fedc2cb3880fe73ad",1964,-0.04,0,0,0,1,0,0,0.260409707644454,0.292670010827983,0.308760930133971,0.2,0.23921568627451,0.274509803921569,0.30215528597489,0.339587151408128,0.0826513914857808,0.0746220571945271,0.0553147016305592,0.00814014066163063,0.985019427802379,0.963589150820526,0.474783580885909,0
"576","57728393edc2cb3880fb3148",1904,1.67,0,1,0,0,0,0,0.741863891328631,0.750082380894688,0.692980005725603,0.87843137254902,0.87843137254902,0.8,0.339537264399167,0.34329871376659,0.277701837664178,0.275020258875299,0.273421282130087,0.126128550465267,0.846043378488415,0.552901406324614,0.331770333948433,1
"578","57726edcedc2cb3880b89e6c",1816,1.25,0,0,0,0,1,0,0.537959558498367,0.483588849575283,0.399616897322814,0.56078431372549,0.486274509803922,0.384313725490196,0.378534120172805,0.340276284355517,0.183304004567884,0.200077110645379,0.222218870762341,0.0857278707384947,0.943876868736826,0.561256076998785,0.291068143183866,1
"579","577289a9edc2cb38800e795e",1782,1.91,1,0,0,0,1,0,0.348438416550534,0.273730113786749,0.180743952202774,0.243137254901961,0.180392156862745,0.129411764705882,0.433968114990852,0.340921482402153,0.254610126453092,0.219870631513042,0.13252691916573,0.109491017440335,0.941777697440413,0.569376303457552,0.354877233277726,1
"580","577287dcedc2cb3880089a7e",1980,0.7,1,1,0,0,0,0,0.627626593747626,0.568835704287249,0.551983622152052,0.752941176470588,0.698039215686274,0.666666666666667,0.358962542965313,0.325337888761486,0.325090424991263,0.282704682193056,0.275742300059542,0.051149234458587,0.887327061427781,0.790412593002521,0.310547975860263,1
"581","57728593edc2cb38800192d8",1955,-0.2,0,0,0,1,0,0,0.883794868692979,0.879887615303191,0.863388436917183,0.886274509803922,0.882352941176471,0.866666666666667,0.336418351578308,0.334931047463797,0.0280890403141685,0.0280442943662515,0.0287665426882889,0.015305912596401,0.943424164524422,0.936226221079692,0.668441889774583,0
"584","57727fb2edc2cb3880eec163",1942,-1,0,1,0,0,0,0,0.344456625074272,0.288596533967122,0.231090017825312,0.294117647058824,0.235294117647059,0.2,0.398610594049051,0.333968422933736,0.167390357341704,0.150237165038927,0.102942541881322,0.178222222222222,0.888494949494949,0.488998316498316,0.384572635699059,0
"585","57726e74edc2cb3880b73bcb",1782,1.6,1,0,0,0,1,0,0.591829315399475,0.51656403325156,0.423275721591145,0.568627450980392,0.482352941176471,0.411764705882353,0.386395029381835,0.337255640456253,0.217633581654672,0.226850369415939,0.226598005500535,0.127330292384406,0.898894350634633,0.598452689004735,0.297391413110204,1
"587","57726ea7edc2cb3880b7e98b",1850,1,1,0,0,0,1,0,0.328442635754511,0.269451910895862,0.295978228455476,0.243137254901961,0.12156862745098,0.149019607843137,0.367437788577483,0.301443246063686,0.258375703609065,0.288545644806868,0.2976792985209,0.0330960548885077,0.917522711390636,0.749796073947017,0.331227762269445,1
"588","5772864aedc2cb388003a8b9",1942,0.8,0,1,0,0,0,0,0.456398906229158,0.433234280378818,0.444886674669868,0.313725490196078,0.305882352941176,0.305882352941176,0.341994839846102,0.324636817292463,0.247600991336198,0.233117542100792,0.250586527379429,0.0955510204081633,0.894877551020408,0.688714285714286,0.403072247314366,1
"590","577283c5edc2cb3880fbd079",1956,1.36,0,1,0,0,0,0,0.737961226623386,0.612103383486131,0.343267096547791,0.749019607843137,0.615686274509804,0.313725490196078,0.43580429263924,0.361478723323762,0.172047493714492,0.166674808260631,0.1839381224794,0.31177293064877,0.591007954262988,0.401070407655978,0.329855774056596,1
"591","577284e0edc2cb3880ff2bea",1908,1.6,0,1,0,0,0,0,0.568109422878463,0.595598232383372,0.626179122013178,0.584313725490196,0.631372549019608,0.658823529411765,0.317399642307752,0.332757490554867,0.246766590911547,0.224820458758338,0.253517714058996,0.0735978407557355,0.85340530814215,0.697144399460189,0.269674835943023,1
"592","577284f8edc2cb3880ffa6c2",1958,-0.67,0,1,0,0,0,0,0.308813595871322,0.246077451613251,0.122464596233693,0.258823529411765,0.219607843137255,0.0980392156862745,0.455910567417916,0.363291357937814,0.194581476299913,0.148977937579108,0.105649479343333,0.296918258541134,0.863392864258334,0.400675002590034,0.359838601259608,0
"593","577281f4edc2cb3880f62403",1938,-0.14,0,1,0,0,0,0,0.404047292628608,0.352243205530403,0.327650200833592,0.388235294117647,0.337254901960784,0.317647058823529,0.372757746806742,0.324965384045246,0.183921913441828,0.144691198637597,0.124742942099186,0.0275754981637335,0.956584000701648,0.824524750995339,0.349977827423883,0
"594","57727551edc2cb3880ce05e0",1968,0.67,1,1,0,0,0,0,0.634937069601225,0.354037763533572,0.329403505587384,0.843137254901961,0.262745098039216,0.36078431372549,0.481604597824801,0.268540337121071,0.344265062517775,0.312899840354351,0.263264714127868,0.0782642237222758,0.72074831243973,0.729262616522019,0.386699680045913,1
